latitude,longitude,elevation_m,slope_percent,water_distance_km,nearest_water_name,nearest_water_type,urban_distance_km,soil_type,soil_ph,soil_organic_matter,soil_productivity,annual_precipitation_mm,sunshine_hours,average_temperature,climate_type,landcover_type,region_name,data_source,suitability_score,suitability_reasons,detailed_reasons,suitability_category
37.5218265,41.8456834,821,9.1,0.4,Dicle Nehri,lake,789.2,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,orchard,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.4km (Dicle Nehri) - EXCELLENT | 📐 Slope: 9.1% - GOOD | ⛰️ Elevation: 821m - GOOD | 🏙️ Urban: 789.2km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: orchard - BONUS,PRODUCTIVE
37.5343339,41.9003738,1074,9.8,1.7,Unnamed,stream,824.0,Stony-Sandy,5.8,0.7,low,380,2650,11.2,Continental,orchard,,OpenStreetMap,70,"very close to water, medium slope, medium elevation, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 1.7km (Unnamed) - EXCELLENT | 📐 Slope: 9.8% - GOOD | ⛰️ Elevation: 1074m - GOOD | 🏙️ Urban: 824.0km - FAR | 🌱 Soil: Stony-Sandy (pH:5.8) - LOW | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: orchard - BONUS,PRODUCTIVE
37.7205797,41.8392784,912,6.1,0.8,Unnamed,stream,668.3,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,orchard,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.8km (Unnamed) - EXCELLENT | 📐 Slope: 6.1% - GOOD | ⛰️ Elevation: 912m - GOOD | 🏙️ Urban: 668.3km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: orchard - BONUS,PRODUCTIVE
37.9600075,41.8575377,1064,9.2,1.5,Kezer Çayı,river,742.0,Stony-Sandy,5.8,0.7,low,380,2650,11.2,Continental,farmland,,OpenStreetMap,70,"very close to water, medium slope, medium elevation, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 1.5km (Kezer Çayı) - EXCELLENT | 📐 Slope: 9.2% - GOOD | ⛰️ Elevation: 1064m - GOOD | 🏙️ Urban: 742.0km - FAR | 🌱 Soil: Stony-Sandy (pH:5.8) - LOW | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.7911821,41.6239298,954,6.5,0.9,Unnamed,stream,822.3,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,farmland,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.9km (Unnamed) - EXCELLENT | 📐 Slope: 6.5% - GOOD | ⛰️ Elevation: 954m - GOOD | 🏙️ Urban: 822.3km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.7804994,41.6127877,1016,13.4,0.1,Unnamed,stream,691.5,Stony-Sandy,5.8,0.7,low,380,2650,11.2,Continental,farmland,,OpenStreetMap,63,"very close to water, high slope, medium elevation, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.1km (Unnamed) - EXCELLENT | 📐 Slope: 13.4% - MEDIUM | ⛰️ Elevation: 1016m - GOOD | 🏙️ Urban: 691.5km - FAR | 🌱 Soil: Stony-Sandy (pH:5.8) - LOW | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,MODERATELY PRODUCTIVE
37.7811638,41.6144383,916,9.0,0.3,Unnamed,stream,754.9,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,farmland,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.3km (Unnamed) - EXCELLENT | 📐 Slope: 9.0% - GOOD | ⛰️ Elevation: 916m - GOOD | 🏙️ Urban: 754.9km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.7853596,41.6200834,911,8.6,0.4,Unnamed,stream,792.4,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,farmland,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.4km (Unnamed) - EXCELLENT | 📐 Slope: 8.6% - GOOD | ⛰️ Elevation: 911m - GOOD | 🏙️ Urban: 792.4km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.7826014,41.6158823,1110,12.1,0.5,Unnamed,stream,829.2,Stony-Sandy,5.8,0.7,low,380,2650,11.2,Continental,farmland,,OpenStreetMap,63,"very close to water, high slope, medium elevation, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.5km (Unnamed) - EXCELLENT | 📐 Slope: 12.1% - MEDIUM | ⛰️ Elevation: 1110m - GOOD | 🏙️ Urban: 829.2km - FAR | 🌱 Soil: Stony-Sandy (pH:5.8) - LOW | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,MODERATELY PRODUCTIVE
40.7214448,41.8004911,381,5.0,1.6,Unnamed,stream,704.8,Clay-Loamy,7.1,1.8,medium-high,850,1950,14.0,Black Sea,farmland,,OpenStreetMap,87,"very close to water, low slope, low elevation, good soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 1.6km (Unnamed) - EXCELLENT | 📐 Slope: 5.0% - EXCELLENT | ⛰️ Elevation: 381m - EXCELLENT | 🏙️ Urban: 704.8km - FAR | 🌱 Soil: Clay-Loamy (pH:7.1) - GOOD | 🌧️ Precipitation: 850mm - GOOD | ☀️ Sunshine: 1950 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,HIGHLY PRODUCTIVE
40.7236867,41.8012125,708,8.5,1.4,Unnamed,stream,685.7,Loamy-Sandy,6.5,1.2,medium,850,1950,14.0,Black Sea,farmland,,OpenStreetMap,79,"very close to water, medium slope, low elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 1.4km (Unnamed) - EXCELLENT | 📐 Slope: 8.5% - GOOD | ⛰️ Elevation: 708m - EXCELLENT | 🏙️ Urban: 685.7km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 850mm - GOOD | ☀️ Sunshine: 1950 hours - EXCELLENT | 🏞️ Landcover: farmland - BONUS,PRODUCTIVE
37.1011549,36.6542866,1026,14.6,3.2,Unnamed,lake,127.4,Stony-Sandy,5.8,0.7,low,380,2650,11.2,Continental,orchard,,OpenStreetMap,63,"very close to water, high slope, medium elevation, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 3.2km (Unnamed) - EXCELLENT | 📐 Slope: 14.6% - MEDIUM | ⛰️ Elevation: 1026m - GOOD | 🏙️ Urban: 127.4km - FAR | 🌱 Soil: Stony-Sandy (pH:5.8) - LOW | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: orchard - BONUS,MODERATELY PRODUCTIVE
40.752223,41.8280161,373,4.3,1.1,Unnamed,lake,894.5,Clay-Loamy,7.1,1.8,medium-high,850,1950,14.0,Black Sea,orchard,,OpenStreetMap,87,"very close to water, low slope, low elevation, good soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 1.1km (Unnamed) - EXCELLENT | 📐 Slope: 4.3% - EXCELLENT | ⛰️ Elevation: 373m - EXCELLENT | 🏙️ Urban: 894.5km - FAR | 🌱 Soil: Clay-Loamy (pH:7.1) - GOOD | 🌧️ Precipitation: 850mm - GOOD | ☀️ Sunshine: 1950 hours - EXCELLENT | 🏞️ Landcover: orchard - BONUS,HIGHLY PRODUCTIVE
37.7924464,37.4740532,853,8.5,0.1,Unnamed,stream,261.3,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,orchard,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.1km (Unnamed) - EXCELLENT | 📐 Slope: 8.5% - GOOD | ⛰️ Elevation: 853m - GOOD | 🏙️ Urban: 261.3km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: orchard - BONUS,PRODUCTIVE
38.2297301,38.2985889,1028,8.6,1.5,Unnamed,stream,318.1,Stony-Sandy,5.8,0.7,low,380,2650,11.2,Continental,orchard,,OpenStreetMap,70,"very close to water, medium slope, medium elevation, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 1.5km (Unnamed) - EXCELLENT | 📐 Slope: 8.6% - GOOD | ⛰️ Elevation: 1028m - GOOD | 🏙️ Urban: 318.1km - FAR | 🌱 Soil: Stony-Sandy (pH:5.8) - LOW | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: orchard - BONUS,PRODUCTIVE
41.3119651,41.6236973,1594,10.0,2.8,Murgul Çayı,river,743.5,Stony-Sandy,5.8,0.7,low,450,2450,8.5,Severe Continental,orchard,,OpenStreetMap,63,"very close to water, medium slope, ideal precipitation, ideal sunshine, existing agricultural land",💧 Water: 2.8km (Murgul Çayı) - EXCELLENT | 📐 Slope: 10.0% - GOOD | ⛰️ Elevation: 1594m - LOW | 🏙️ Urban: 743.5km - FAR | 🌱 Soil: Stony-Sandy (pH:5.8) - LOW | 🌧️ Precipitation: 450mm - EXCELLENT | ☀️ Sunshine: 2450 hours - EXCELLENT | 🏞️ Landcover: orchard - BONUS,MODERATELY PRODUCTIVE
37.7928727,37.4760158,987,7.6,0.3,Unnamed,stream,307.6,Loamy-Sandy,6.5,1.2,medium,380,2650,11.2,Continental,orchard,,OpenStreetMap,74,"very close to water, medium slope, medium elevation, medium soil, suitable precipitation, ideal sunshine, existing agricultural land",💧 Water: 0.3km (Unnamed) - EXCELLENT | 📐 Slope: 7.6% - GOOD | ⛰️ Elevation: 987m - GOOD | 🏙️ Urban: 307.6km - FAR | 🌱 Soil: Loamy-Sandy (pH:6.5) - MEDIUM | 🌧️ Precipitation: 380mm - GOOD | ☀️ Sunshine: 2650 hours - EXCELLENT | 🏞️ Landcover: orchard - BONUS,PRODUCTIVE
